nombre_metrica,split,id_run,valor
f1,test,340,0.96
recall,train,340,0.92
auc_roc,train,340,0.77
auc_roc,train,341,0.91
precision,test,341,0.75
f1,test,341,0.63
precision,val,342,0.97
f1,train,342,0.65
auc_roc,train,342,0.72
f1,test,343,0.67
f1,train,343,0.89
auc_roc,val,343,0.71
auc_roc,train,344,0.66
f1,train,344,0.97
f1,test,344,0.87
precision,train,345,0.91
log_loss,train,345,0.29
recall,val,345,0.77
precision,train,346,0.83
f1,train,346,0.98
recall,test,346,0.65
f1,test,347,0.66
accuracy,train,347,0.95
auc_roc,test,347,0.51
precision,train,348,0.63
f1,train,348,0.67
accuracy,train,348,0.82
accuracy,test,349,0.84
precision,val,349,0.91
recall,test,349,0.83
recall,train,35,0.87
precision,test,35,0.8
precision,train,35,0.94
precision,train,350,0.7
f1,train,350,0.7
recall,train,351,0.7
accuracy,train,351,0.97
auc_roc,test,352,0.87
recall,val,352,0.88
accuracy,train,352,0.83
precision,train,353,0.6
log_loss,train,353,0.71
log_loss,test,354,1.18
precision,train,354,0.78
f1,test,354,0.67
recall,train,355,0.66
log_loss,train,355,1.25
f1,train,355,0.74
precision,train,356,0.78
accuracy,train,356,0.94
auc_roc,train,356,0.76
recall,train,357,0.61
auc_roc,train,357,0.81
log_loss,test,357,0.47
precision,test,358,0.7
precision,train,358,0.89
recall,train,358,0.73
f1,train,359,0.7
auc_roc,train,359,0.81
log_loss,test,359,0.48
recall,train,36,0.96
log_loss,val,36,0.93
precision,test,360,0.91
recall,test,360,0.82
f1,test,360,0.69
auc_roc,val,361,0.63
log_loss,train,361,0.75
log_loss,val,361,0.44
accuracy,test,362,0.87
recall,train,362,0.75
accuracy,train,362,0.9
f1,train,363,0.92
auc_roc,train,363,0.77
recall,val,363,0.73
recall,test,364,0.82
f1,train,364,0.78
recall,val,364,0.66
log_loss,test,365,0.09
recall,test,365,0.76
log_loss,train,365,0.13
recall,val,366,0.79
log_loss,val,366,1.02
auc_roc,train,366,0.63
log_loss,train,367,0.44
f1,train,367,0.71
precision,train,368,0.73
recall,train,368,0.89
auc_roc,train,368,0.55
precision,test,369,0.76
auc_roc,train,369,0.98
log_loss,train,369,0.47
recall,val,37,0.72
precision,train,37,0.97
f1,train,370,0.74
f1,val,370,0.96
precision,train,370,0.66
auc_roc,val,371,0.53
log_loss,test,371,0.36
log_loss,train,371,0.27
auc_roc,train,372,0.66
log_loss,val,373,0.26
f1,val,373,0.89
accuracy,test,373,0.95
log_loss,train,374,0.24
f1,val,374,0.81
recall,train,375,0.92
precision,train,375,0.95
accuracy,test,375,0.81
f1,val,376,0.83
precision,val,376,0.68
accuracy,train,376,0.91
recall,val,377,0.75
f1,val,377,0.9
f1,train,377,0.93
auc_roc,train,378,0.63
precision,train,378,0.88
f1,train,378,0.82
precision,train,379,0.8
precision,test,379,0.97
recall,test,379,0.85
f1,test,38,0.6
f1,train,38,0.72
auc_roc,val,38,0.59
precision,val,380,0.85
f1,train,380,0.67
log_loss,test,380,1.27
accuracy,test,381,0.83
f1,val,381,0.98
log_loss,train,381,0.1
accuracy,val,382,0.85
auc_roc,train,382,0.72
auc_roc,test,383,0.56
precision,val,383,0.86
accuracy,val,383,0.86
accuracy,train,384,0.94
accuracy,val,384,0.87
log_loss,val,384,0.86
f1,test,385,0.98
log_loss,train,385,0.57
precision,val,385,0.66
precision,train,386,0.62
recall,train,386,0.82
accuracy,val,386,0.92
precision,train,387,0.9
auc_roc,val,387,0.62
log_loss,train,387,0.14
precision,val,388,0.79
accuracy,val,388,0.94
log_loss,train,388,0.83
recall,test,389,0.81
accuracy,train,389,0.85
recall,train,389,0.94
f1,test,39,0.81
accuracy,train,39,0.8
recall,train,39,0.86
log_loss,test,390,0.08
auc_roc,train,390,0.64
log_loss,train,390,1.3
recall,test,391,0.77
precision,train,391,0.63
log_loss,val,391,1.01
f1,train,392,0.93
accuracy,train,392,0.94
auc_roc,train,392,0.91
precision,test,393,0.63
log_loss,train,393,0.14
log_loss,train,394,0.68
recall,test,394,0.6
recall,val,394,0.82
f1,test,395,0.6
precision,train,395,0.91
log_loss,train,395,1.26
auc_roc,train,396,0.77
precision,train,396,0.92
auc_roc,train,397,0.94
precision,train,397,0.79
f1,test,397,0.84
log_loss,train,398,0.16
recall,val,398,0.71
auc_roc,val,398,0.59
accuracy,train,399,0.95
auc_roc,test,399,0.93
recall,train,399,0.83
auc_roc,train,4,0.92
accuracy,train,4,0.92
f1,test,4,0.8
log_loss,test,40,0.59
auc_roc,test,40,0.53
log_loss,val,40,0.14
auc_roc,val,400,0.93
recall,train,400,0.8
auc_roc,train,401,0.5
f1,test,401,0.6
precision,val,402,0.63
accuracy,train,402,0.93
recall,val,402,0.77
accuracy,train,403,0.98
f1,train,403,0.8
f1,val,403,0.76
recall,train,404,0.67
f1,test,404,0.93
log_loss,train,404,1.01
recall,test,405,0.75
precision,test,405,0.98
recall,val,405,0.64
auc_roc,train,406,0.79
precision,test,406,0.74
f1,val,406,0.76
accuracy,train,407,0.89
f1,train,407,0.74
recall,val,407,0.96
f1,val,408,0.64
precision,test,408,0.88
auc_roc,test,408,0.72
auc_roc,val,409,0.63
auc_roc,train,409,0.94
f1,train,409,0.8
f1,val,41,0.77
recall,train,41,0.81
accuracy,test,41,0.83
auc_roc,train,410,0.78
log_loss,test,410,0.83
auc_roc,train,411,0.62
log_loss,train,411,0.86
f1,test,411,0.94
accuracy,test,412,0.8
precision,train,412,0.83
f1,train,412,0.83
recall,test,413,0.74
accuracy,val,413,0.95
accuracy,test,413,0.81
f1,val,414,0.98
recall,train,414,0.64
accuracy,val,414,0.99
auc_roc,train,415,0.83
auc_roc,test,415,0.95
recall,train,416,0.66
recall,test,416,0.88
log_loss,test,416,0.64
precision,val,417,0.9
recall,val,417,0.74
f1,train,417,0.65
log_loss,test,418,1.12
precision,val,418,0.97
log_loss,train,418,0.64
auc_roc,train,419,0.81
f1,train,419,0.69
f1,test,419,0.86
log_loss,val,42,0.23
recall,train,42,0.8
accuracy,test,42,0.98
auc_roc,train,420,0.55
auc_roc,test,420,0.54
recall,train,421,0.97
accuracy,train,421,0.83
precision,val,422,0.96
f1,val,422,0.72
accuracy,train,423,0.81
recall,test,423,0.87
recall,val,423,0.69
auc_roc,val,424,0.89
f1,val,424,0.9
auc_roc,train,424,0.7
accuracy,train,425,0.8
f1,test,425,0.66
recall,val,425,0.94
log_loss,train,426,1.11
auc_roc,train,427,0.82
precision,train,427,0.77
log_loss,val,427,0.08
auc_roc,train,428,0.8
accuracy,val,428,0.82
auc_roc,val,428,0.74
f1,val,429,0.66
f1,train,429,0.86
f1,train,43,0.67
auc_roc,train,43,0.62
log_loss,train,430,0.13
auc_roc,test,430,0.96
auc_roc,train,431,0.88
f1,train,431,0.61
accuracy,test,431,0.96
log_loss,val,432,0.5
accuracy,val,432,0.95
recall,test,432,0.7
recall,train,433,0.61
precision,val,433,0.96
log_loss,train,434,1.32
recall,train,434,0.75
log_loss,val,434,1.47
recall,train,435,0.6
log_loss,train,435,0.84
precision,train,435,0.92
recall,test,436,0.83
f1,test,436,0.73
log_loss,test,436,0.39
log_loss,val,437,0.51
log_loss,test,437,1.24
recall,train,437,0.84
f1,train,438,0.78
auc_roc,train,438,0.72
recall,val,438,0.75
auc_roc,test,439,0.68
recall,test,439,0.78
log_loss,train,439,1.13
f1,test,44,0.65
precision,test,44,0.7
auc_roc,train,44,0.66
accuracy,val,440,0.88
accuracy,train,440,0.81
recall,test,440,0.81
recall,val,441,0.6
log_loss,train,441,0.83
accuracy,test,441,0.91
auc_roc,val,442,0.86
f1,train,442,0.7
recall,train,442,0.92
recall,train,443,0.72
log_loss,train,443,1.33
auc_roc,train,443,0.94
log_loss,train,444,0.43
log_loss,val,444,0.24
f1,val,444,0.68
log_loss,train,445,1.34
auc_roc,test,445,0.85
f1,test,445,0.79
auc_roc,train,446,0.8
accuracy,train,446,0.86
precision,val,446,0.73
precision,test,447,0.92
auc_roc,val,447,0.96
f1,val,447,0.72
f1,test,448,0.95
accuracy,test,448,0.84
auc_roc,train,448,0.73
f1,train,449,0.72
recall,train,449,0.92
auc_roc,train,449,0.78
auc_roc,val,45,0.53
f1,train,45,0.92
recall,train,45,0.69
precision,train,450,0.83
log_loss,test,450,0.55
precision,test,450,0.8
recall,test,451,0.97
auc_roc,test,451,0.8
accuracy,test,451,0.99
recall,train,452,0.96
f1,train,452,0.92
recall,train,453,0.98
recall,val,453,0.94
auc_roc,val,453,0.57
recall,test,454,0.87
accuracy,train,454,0.85
log_loss,train,454,0.92
precision,val,455,0.75
log_loss,test,455,1.46
accuracy,train,455,0.88
accuracy,train,456,0.83
recall,train,456,0.91
log_loss,test,456,0.1
precision,test,457,0.94
accuracy,train,457,0.83
precision,val,457,0.87
log_loss,val,458,1.2
accuracy,train,458,0.83
recall,test,458,0.87
f1,val,459,0.78
log_loss,val,459,0.51
accuracy,test,459,0.9
auc_roc,train,46,0.93
precision,test,46,0.88
accuracy,train,46,0.91
log_loss,val,460,1.3
f1,train,460,0.91
precision,test,460,0.93
auc_roc,test,461,0.57
accuracy,train,461,0.8
f1,train,461,0.9
accuracy,train,462,0.9
auc_roc,val,462,0.86
precision,test,462,0.75
precision,val,463,0.96
accuracy,val,463,0.95
accuracy,train,463,0.98
f1,train,464,0.79
accuracy,train,464,0.91
recall,test,464,0.62
log_loss,train,465,0.69
recall,train,465,0.81
accuracy,train,465,0.81
precision,train,466,0.84
log_loss,train,466,1.31
accuracy,train,466,0.99
precision,train,467,0.77
recall,test,467,0.61
precision,val,467,0.62
auc_roc,test,468,0.79
log_loss,test,468,0.51
recall,train,468,0.86
f1,test,469,0.65
log_loss,val,469,0.51
precision,train,469,0.88
precision,val,47,0.82
log_loss,train,47,0.78
f1,train,47,0.8
precision,train,470,0.6
f1,test,470,0.98
auc_roc,test,470,0.84
precision,train,471,0.62
recall,train,471,0.78
precision,val,471,0.7
log_loss,test,472,0.82
auc_roc,test,472,0.63
f1,test,472,0.62
auc_roc,val,473,0.8
f1,train,473,0.73
precision,train,474,0.73
recall,test,474,0.86
accuracy,test,474,0.81
precision,test,475,0.67
recall,train,475,0.85
auc_roc,train,475,0.82
log_loss,test,476,1.45
accuracy,train,476,0.92
f1,train,476,0.84
auc_roc,test,477,0.94
precision,train,477,0.73
log_loss,train,477,0.62
precision,train,478,0.75
recall,val,478,0.87
f1,test,478,0.72
f1,val,479,0.79
log_loss,val,479,1.32
auc_roc,train,479,0.69
auc_roc,train,48,0.56
f1,train,48,0.63
auc_roc,val,48,0.59
f1,train,480,0.94
recall,train,480,0.69
auc_roc,test,480,0.74
auc_roc,train,481,0.97
recall,val,481,0.79
recall,train,481,0.98
log_loss,train,482,0.34
f1,val,482,0.89
accuracy,train,482,0.88
accuracy,train,483,0.91
recall,train,483,0.8
f1,val,483,0.69
auc_roc,test,484,0.65
accuracy,test,484,0.87
accuracy,train,484,0.98
accuracy,train,485,0.99
auc_roc,train,485,0.66
f1,val,485,0.94
precision,test,486,0.84
auc_roc,train,486,0.77
log_loss,train,486,0.28
accuracy,train,487,0.85
precision,val,487,0.68
f1,train,488,0.82
precision,train,488,0.97
accuracy,test,488,0.87
accuracy,train,489,0.99
accuracy,val,489,0.85
accuracy,test,489,0.83
accuracy,train,49,0.82
f1,test,49,0.61
recall,val,490,0.69
log_loss,val,490,0.12
log_loss,train,491,0.05
log_loss,test,491,1.41
log_loss,val,491,0.61
log_loss,train,492,1.1
precision,train,492,0.72
recall,test,493,0.94
precision,train,493,0.66
auc_roc,train,494,0.84
precision,val,494,0.7
precision,train,494,0.87
precision,test,495,0.85
accuracy,train,495,0.88
log_loss,val,495,1.18
accuracy,test,496,0.88
log_loss,val,496,0.7
recall,test,496,0.79
log_loss,train,497,0.88
precision,train,497,0.89
auc_roc,train,497,0.76
accuracy,train,498,0.98
auc_roc,val,498,0.55
f1,train,498,0.79
log_loss,val,499,0.84
f1,train,499,0.68
auc_roc,test,499,0.61
f1,train,5,0.7
precision,train,5,0.94
f1,val,5,0.71
log_loss,train,50,0.44
f1,train,50,0.85
precision,val,50,0.82
accuracy,val,500,0.89
f1,val,500,0.61
recall,test,501,0.9
auc_roc,val,501,0.76
f1,train,501,0.82
recall,test,502,0.89
recall,train,502,0.91
auc_roc,train,503,0.89
log_loss,train,503,0.12
recall,train,503,0.6
precision,val,504,0.74
recall,val,504,0.74
accuracy,train,504,0.85
auc_roc,test,505,0.84
precision,train,505,0.98
recall,val,505,0.91
f1,val,506,0.82
precision,test,506,0.76
f1,train,506,0.95
recall,train,507,0.63
precision,val,507,0.78
accuracy,train,507,0.84
log_loss,train,508,0.21
f1,train,508,0.68
recall,val,508,0.79
auc_roc,val,509,0.51
accuracy,val,509,0.98
f1,train,509,0.96
precision,train,51,0.84
accuracy,test,51,0.96
f1,train,51,0.83
auc_roc,train,510,0.67
f1,test,510,0.95
precision,train,510,0.92
recall,train,511,0.6
log_loss,test,511,1.49
log_loss,train,511,0.54
precision,val,512,0.74
log_loss,val,512,0.95
log_loss,test,513,0.78
accuracy,test,513,0.86
auc_roc,test,513,0.66
precision,train,514,0.67
auc_roc,train,514,0.57
recall,test,514,0.77
accuracy,test,515,0.96
log_loss,test,515,1.03
f1,val,515,0.61
auc_roc,train,516,0.73
accuracy,test,516,0.81
log_loss,train,516,1.3
recall,val,517,0.73
auc_roc,val,517,0.71
recall,test,517,0.65
recall,train,518,0.77
f1,val,518,0.74
accuracy,val,519,0.93
accuracy,train,519,0.83
auc_roc,test,519,0.71
log_loss,test,52,0.44
recall,test,52,0.91
recall,train,52,0.7
accuracy,train,520,0.83
f1,val,520,0.76
log_loss,test,520,0.77
accuracy,train,521,0.9
accuracy,test,521,0.99
accuracy,train,522,0.85
accuracy,val,522,0.96
log_loss,test,522,0.42
recall,train,523,0.96
log_loss,train,523,0.12
log_loss,val,523,1.02
f1,test,524,0.64
accuracy,train,524,0.83
auc_roc,val,524,0.91
recall,train,525,0.84
f1,val,525,0.97
f1,test,525,0.63
auc_roc,val,526,0.57
f1,val,526,0.86
auc_roc,val,527,0.88
recall,train,527,0.85
auc_roc,train,527,0.94
accuracy,train,528,0.81
auc_roc,train,528,0.77
recall,test,528,0.62
f1,test,529,0.98
log_loss,train,529,0.8
log_loss,test,529,1.03
auc_roc,train,53,0.74
f1,test,53,0.74
recall,test,53,0.97
f1,test,530,0.76
f1,train,530,0.93
auc_roc,train,530,0.57
accuracy,train,531,0.92
log_loss,test,531,0.78
log_loss,train,531,1.41
precision,train,532,0.79
auc_roc,val,532,0.76
recall,train,532,0.67
accuracy,train,533,0.96
log_loss,test,533,1.31
accuracy,val,533,0.97
precision,train,534,0.93
accuracy,train,534,0.99
recall,train,534,0.69
log_loss,train,535,0.72
accuracy,train,535,0.85
accuracy,test,535,0.84
auc_roc,val,536,0.72
accuracy,train,536,0.84
auc_roc,test,536,0.77
accuracy,train,537,0.98
accuracy,val,537,0.86
f1,test,537,0.61
recall,val,538,0.71
auc_roc,test,538,0.81
log_loss,test,538,0.96
accuracy,test,539,0.9
f1,train,539,0.98
log_loss,val,539,1.19
f1,val,54,0.86
auc_roc,val,54,0.93
auc_roc,train,54,0.85
f1,val,540,0.62
recall,train,540,0.75
f1,val,541,0.88
precision,train,541,0.7
accuracy,train,541,0.89
precision,test,542,0.8
recall,val,542,0.72
log_loss,train,543,1.32
precision,train,543,0.63
accuracy,val,543,0.84
f1,train,544,0.88
recall,test,544,0.79
accuracy,train,544,0.91
accuracy,train,545,0.82
accuracy,val,545,0.93
precision,test,545,0.71
recall,train,546,0.81
f1,val,546,0.63
precision,train,546,0.82
f1,train,547,0.65
accuracy,train,547,0.92
auc_roc,train,548,0.56
recall,train,548,0.83
auc_roc,val,548,0.52
precision,train,549,0.97
accuracy,train,549,0.95
accuracy,val,55,0.88
log_loss,train,55,0.84
recall,train,55,0.85
accuracy,val,550,0.8
recall,test,550,0.95
f1,train,551,0.91
accuracy,val,551,0.91
accuracy,test,551,0.91
recall,train,552,0.75
accuracy,train,552,0.92
accuracy,val,552,0.9
accuracy,train,553,0.98
f1,test,553,0.7
f1,train,554,0.84
accuracy,test,554,0.95
log_loss,train,554,0.69
f1,val,555,0.98
recall,test,555,0.65
auc_roc,train,555,0.96
accuracy,train,556,0.95
recall,train,556,0.88
f1,train,556,0.72
recall,train,557,0.79
log_loss,val,557,0.83
recall,val,557,0.72
auc_roc,test,558,0.97
accuracy,train,558,0.92
recall,train,558,0.96
f1,train,559,0.87
auc_roc,train,559,0.97
precision,train,559,0.8
accuracy,test,56,0.85
f1,train,56,0.84
precision,train,56,0.89
auc_roc,test,560,0.81
log_loss,train,560,0.61
auc_roc,val,560,0.56
precision,val,561,0.68
accuracy,train,561,0.84
recall,train,561,0.78
recall,test,562,0.85
auc_roc,train,562,0.51
accuracy,train,562,0.93
f1,test,563,0.85
precision,train,563,0.75
precision,val,563,0.63
auc_roc,train,564,0.73
auc_roc,test,564,0.86
f1,train,564,0.9
recall,train,565,0.65
log_loss,val,565,0.68
recall,val,565,0.78
accuracy,train,566,0.85
accuracy,val,566,0.98
recall,train,566,0.62
auc_roc,train,567,0.76
precision,train,567,0.88
f1,train,567,0.98
log_loss,val,568,0.89
log_loss,train,568,1.29
auc_roc,test,568,0.57
recall,train,569,0.84
auc_roc,val,569,0.5
auc_roc,test,569,0.77
log_loss,train,57,1.18
f1,train,57,0.61
log_loss,test,57,1.42
log_loss,train,570,1.43
auc_roc,test,570,0.75
recall,test,570,0.7
log_loss,train,571,1.01
accuracy,test,571,0.83
recall,train,571,0.73
f1,val,572,0.66
recall,train,572,0.77
auc_roc,test,572,0.76
recall,train,573,0.91
precision,train,573,0.82
accuracy,train,574,0.87
precision,val,574,0.79
recall,test,574,0.78
precision,train,575,0.8
accuracy,val,575,0.88
precision,val,576,0.82
precision,train,576,0.73
accuracy,train,576,0.96
log_loss,train,577,1.35
auc_roc,train,577,0.9
f1,train,578,0.66
accuracy,val,578,0.81
recall,train,578,0.65
precision,test,579,0.94
auc_roc,test,579,0.59
accuracy,train,579,0.84
log_loss,val,58,1.45
auc_roc,train,58,0.63
log_loss,train,580,0.12
precision,train,580,0.93
accuracy,train,581,0.97
recall,val,581,0.64
auc_roc,test,581,0.54
recall,val,582,0.76
log_loss,train,582,1.22
accuracy,test,583,0.83
auc_roc,test,583,0.84
recall,test,583,0.91
auc_roc,test,584,0.88
f1,train,584,0.74
accuracy,test,584,0.99
recall,train,585,0.88
auc_roc,train,585,0.56
precision,val,586,0.75
accuracy,val,586,0.85
recall,test,586,0.67
auc_roc,train,587,0.78
precision,test,587,0.91
log_loss,val,587,0.78
recall,train,588,0.83
auc_roc,train,588,0.76
log_loss,test,589,0.9
accuracy,test,589,0.96
precision,test,589,0.94
precision,test,59,0.95
f1,val,59,0.62
auc_roc,val,59,0.75
f1,val,590,0.93
recall,val,590,0.84
auc_roc,val,590,0.54
recall,val,591,0.78
precision,test,591,0.74
precision,train,591,0.86
accuracy,train,592,0.85
precision,train,592,0.72
auc_roc,train,593,0.54
recall,train,593,0.93
f1,val,594,0.87
recall,test,594,0.72
log_loss,val,594,1.45
auc_roc,test,595,0.68
accuracy,train,595,0.94
auc_roc,train,595,0.56
precision,train,596,0.69
log_loss,train,596,0.91
auc_roc,test,596,0.56
precision,test,597,0.79
log_loss,train,597,1.09
recall,test,597,0.7
recall,val,598,0.77
recall,train,598,0.78
auc_roc,train,598,0.7
f1,train,599,0.93
auc_roc,test,599,0.51
log_loss,train,599,0.1
recall,val,6,0.73
accuracy,test,6,0.98
auc_roc,val,6,0.82
log_loss,val,60,1.07
recall,val,60,0.92
auc_roc,train,60,0.76
auc_roc,val,600,0.88
log_loss,train,600,0.38
f1,train,600,0.64
log_loss,val,601,0.76
f1,train,601,0.79
precision,train,601,0.95
log_loss,val,602,0.24
accuracy,train,602,0.81
recall,test,602,0.86
accuracy,train,603,0.97
f1,train,603,0.79
log_loss,test,603,0.49
log_loss,val,604,0.94
auc_roc,test,604,0.62
f1,test,604,0.78
auc_roc,train,605,0.67
f1,train,605,0.81
accuracy,train,605,0.87
log_loss,train,606,1.09
f1,train,606,0.92
precision,test,606,0.75
auc_roc,train,607,0.53
auc_roc,test,607,0.71
precision,train,607,0.94
f1,train,608,0.78
log_loss,val,608,0.92
precision,test,608,0.68
auc_roc,train,609,0.67
precision,val,609,0.81
recall,test,609,0.97
log_loss,test,61,1.41
log_loss,train,61,1.42
recall,test,61,0.69
log_loss,train,610,0.45
precision,val,610,0.7
log_loss,val,610,0.69
auc_roc,val,611,0.5
log_loss,train,611,0.67
log_loss,val,611,0.85
recall,test,612,0.98
recall,train,612,0.93
precision,train,612,0.81
accuracy,val,613,0.83
f1,val,613,0.87
accuracy,train,613,0.82
recall,test,614,0.79
recall,val,614,0.92
auc_roc,train,614,0.8
auc_roc,train,615,0.93
f1,val,615,0.71
accuracy,train,615,0.88
accuracy,test,616,0.91
auc_roc,test,616,0.75
f1,val,616,0.69
log_loss,train,617,0.44
precision,train,617,0.76
f1,train,617,0.61
auc_roc,train,618,0.94
recall,test,618,0.86
precision,val,618,0.73
log_loss,val,619,1.2
log_loss,test,619,1.22
accuracy,test,619,0.84
precision,train,62,0.66
recall,val,62,0.93
f1,train,620,0.87
recall,train,620,0.61
precision,train,621,0.8
log_loss,train,621,0.75
accuracy,test,621,0.85
accuracy,val,622,0.81
log_loss,test,622,1.14
auc_roc,train,622,0.87
accuracy,val,623,0.97
recall,train,623,0.69
accuracy,train,623,0.86
log_loss,train,624,0.95
f1,test,624,0.6
auc_roc,test,624,0.92
f1,val,625,0.77
auc_roc,train,625,0.74
auc_roc,test,625,0.6
log_loss,test,626,1.39
accuracy,train,626,0.94
auc_roc,test,626,0.81
log_loss,train,627,0.06
recall,train,627,0.61
precision,test,627,0.75
auc_roc,test,628,0.9
accuracy,train,628,0.96
f1,test,628,0.62
precision,val,629,0.65
auc_roc,train,629,0.91
log_loss,train,629,1.42
recall,test,63,0.82
auc_roc,train,63,0.96
precision,test,63,0.65
log_loss,val,630,0.76
accuracy,test,630,0.91
precision,train,630,0.69
recall,train,631,0.92
log_loss,test,631,1.4
auc_roc,val,631,0.74
auc_roc,test,632,0.81
precision,train,632,0.87
recall,train,632,0.88
recall,test,633,0.94
precision,train,633,0.78
recall,train,633,0.66
precision,train,634,0.86
f1,train,634,0.66
recall,val,634,0.8
accuracy,test,635,0.8
precision,train,635,0.89
log_loss,train,636,0.46
auc_roc,train,636,0.95
recall,test,636,0.86
log_loss,val,637,0.59
auc_roc,val,637,0.66
f1,val,637,0.91
auc_roc,train,638,0.95
precision,val,638,0.98
accuracy,train,639,0.83
accuracy,val,639,0.91
f1,train,64,0.98
auc_roc,train,64,0.67
f1,val,64,0.79
f1,val,640,0.98
precision,val,640,0.67
recall,train,640,0.96
log_loss,val,641,0.11
precision,val,641,0.76
auc_roc,val,641,0.79
precision,test,642,0.8
auc_roc,test,642,0.59
auc_roc,val,642,0.72
f1,train,643,0.71
precision,val,643,0.86
f1,test,643,0.82
f1,test,644,0.82
accuracy,val,644,0.9
f1,train,644,0.81
precision,val,645,0.78
auc_roc,val,645,0.83
log_loss,val,645,0.74
precision,val,646,0.71
f1,train,646,0.72
log_loss,train,646,1.16
precision,train,647,0.95
accuracy,train,647,0.81
auc_roc,train,647,0.51
auc_roc,train,648,0.78
auc_roc,val,648,0.56
recall,train,648,0.78
auc_roc,train,649,0.59
precision,test,649,0.67
recall,train,649,0.64
f1,train,65,0.7
recall,val,65,0.9
precision,test,650,0.86
f1,train,650,0.8
accuracy,train,650,0.91
auc_roc,test,651,0.53
recall,train,651,0.68
accuracy,test,651,0.91
log_loss,val,652,1.41
precision,val,652,0.65
f1,train,652,0.67
precision,train,653,0.9
accuracy,train,653,0.98
recall,test,653,0.63
log_loss,train,654,0.73
f1,train,654,0.98
auc_roc,train,655,0.87
accuracy,test,655,0.88
log_loss,train,655,0.09
auc_roc,train,656,0.91
recall,test,656,0.76
f1,test,657,0.88
f1,val,657,0.67
log_loss,train,657,1.06
precision,train,658,0.98
f1,val,658,0.78
auc_roc,train,658,0.63
f1,val,659,0.82
log_loss,val,659,0.66
log_loss,test,659,1.01
recall,test,66,0.6
recall,val,66,0.67
precision,val,66,0.82
precision,test,660,0.82
f1,train,660,0.61
auc_roc,train,660,0.73
auc_roc,val,661,0.82
recall,val,661,0.89
auc_roc,train,661,0.72
log_loss,test,662,0.07
recall,train,662,0.7
auc_roc,train,662,0.98
accuracy,train,663,0.84
log_loss,val,663,0.78
auc_roc,train,664,0.56
precision,val,664,0.64
precision,train,664,0.65
recall,train,665,0.94
log_loss,train,665,0.35
f1,test,665,0.62
recall,train,666,0.62
auc_roc,train,666,0.55
log_loss,train,666,0.28
auc_roc,val,667,0.78
recall,test,667,0.95
f1,train,667,0.77
precision,val,668,0.93
auc_roc,train,668,0.95
precision,train,668,0.87
recall,train,669,0.85
log_loss,test,669,0.35
auc_roc,train,669,0.72
precision,val,67,0.68
log_loss,train,67,1.25
accuracy,train,67,0.99
log_loss,train,670,0.36
f1,train,670,0.76
recall,train,670,0.6
precision,val,671,0.96
auc_roc,val,671,0.56
log_loss,val,671,1.06
recall,test,672,0.77
f1,train,672,0.93
accuracy,train,673,0.93
f1,train,673,0.79
log_loss,val,673,1.04
auc_roc,train,674,0.73
precision,val,674,0.78
accuracy,train,674,0.87
f1,val,675,0.97
auc_roc,val,675,0.58
auc_roc,train,675,0.63
f1,test,676,0.83
recall,train,676,0.67
precision,train,677,0.7
precision,test,677,0.96
auc_roc,train,677,0.8
f1,train,678,0.68
precision,test,678,0.91
precision,train,679,0.65
accuracy,test,679,0.97
log_loss,train,679,0.45
log_loss,val,68,0.29
accuracy,train,68,0.81
accuracy,test,68,0.86
recall,train,680,0.81
precision,test,680,0.75
accuracy,train,680,0.92
precision,train,681,0.86
recall,train,681,0.88
accuracy,train,682,0.86
f1,val,682,0.6
accuracy,train,683,0.88
log_loss,train,683,1.24
log_loss,val,683,0.32
recall,train,684,0.62
precision,test,684,0.76
f1,train,684,0.87
log_loss,val,685,0.33
accuracy,test,685,0.84
auc_roc,train,685,0.9
f1,val,686,0.66
recall,val,686,0.76
auc_roc,train,686,0.78
recall,test,687,0.93
log_loss,test,687,0.12
auc_roc,val,687,0.67
log_loss,test,688,0.15
f1,test,688,0.71
f1,train,688,0.84
log_loss,train,689,0.63
accuracy,test,689,0.8
f1,train,69,0.87
log_loss,train,69,1.23
precision,train,69,0.95
log_loss,train,690,0.86
f1,val,690,0.61
log_loss,test,690,0.34
precision,train,691,0.86
log_loss,train,691,0.95
accuracy,train,691,0.91
accuracy,val,692,0.81
auc_roc,test,692,0.86
f1,val,692,0.92
accuracy,train,693,0.94
precision,train,693,0.76
auc_roc,train,694,0.75
recall,test,694,0.6
auc_roc,test,694,0.97
auc_roc,test,695,0.5
f1,test,695,0.76
log_loss,val,695,0.84
recall,test,696,0.78
f1,test,696,0.71
auc_roc,test,696,0.58
f1,test,697,0.94
accuracy,train,697,0.97
recall,train,697,0.94
precision,val,698,0.71
f1,test,698,0.84
log_loss,train,698,0.67
precision,val,699,0.75
recall,train,699,0.86
precision,test,699,0.63
accuracy,train,7,0.98
recall,val,7,0.85
auc_roc,train,7,0.69
auc_roc,train,70,0.94
log_loss,train,70,1.49
accuracy,train,70,0.96
log_loss,val,700,1.16
log_loss,train,700,1.23
auc_roc,val,700,0.93
recall,train,701,0.95
f1,train,701,0.73
log_loss,train,701,0.4
accuracy,test,702,0.97
log_loss,train,702,0.67
f1,train,703,0.78
log_loss,train,703,0.98
auc_roc,test,703,0.57
accuracy,test,704,0.93
precision,test,704,0.73
precision,train,704,0.73
accuracy,train,705,0.86
recall,train,705,0.64
