id_modelo,fecha_creacion,path_artefacto,stage,framework,algoritmo,id_run
909,2024-09-19 23:14:51,/artifacts/run_631/weights.h5,Development,PyTorch,Gradient Boosting,631
915,2024-09-19 23:53:23,/artifacts/run_1210/model.pkl,Development,PyTorch,Naive Bayes,1210
921,2024-09-20 00:22:12,/artifacts/run_991/model.onnx,Monitoring,PyTorch,Gradient Boosting,991
935,2024-09-20 01:32:03,/artifacts/run_645/weights.h5,Evaluation,PyTorch,Logistic Regression,645
944,2024-09-20 02:23:55,/artifacts/run_873/weights.h5,Monitoring,PyTorch,Naive Bayes,873
953,2024-09-20 03:11:04,/artifacts/run_290/model.onnx,Monitoring,PyTorch,LightGBM,290
956,2024-09-20 03:23:50,/artifacts/run_420/model.joblib,Development,PyTorch,CatBoost,420
964,2024-09-20 04:21:05,/artifacts/run_900/model.pkl,Development,PyTorch,Neural Network,900
977,2024-09-20 05:41:51,/artifacts/run_354/model.pkl,Development,PyTorch,Random Forest,354
990,2024-09-20 06:54:49,/artifacts/run_927/weights.h5,Deployment,PyTorch,Gradient Boosting,927
993,2024-09-20 07:08:40,/artifacts/run_1311/weights.h5,Evaluation,PyTorch,LDA,1311
6,2024-09-16 12:13:47,/artifacts/run_1345/weights.h5,Deployment,Statsmodels,Neural Network,1345
13,2024-09-16 12:59:23,/artifacts/run_898/weights.h5,Evaluation,Statsmodels,DBSCAN,898
22,2024-09-16 13:53:53,/artifacts/run_814/model.pkl,Monitoring,Statsmodels,XGBoost,814
29,2024-09-16 14:27:39,/artifacts/run_142/model.onnx,Development,Statsmodels,Logistic Regression,142
38,2024-09-16 15:19:44,/artifacts/run_1060/model.pkl,Evaluation,Statsmodels,Support Vector Machine,1060
52,2024-09-16 16:56:52,/artifacts/run_570/weights.h5,Evaluation,Statsmodels,XGBoost,570
59,2024-09-16 17:31:24,/artifacts/run_87/model.joblib,Monitoring,Statsmodels,LightGBM,87
68,2024-09-16 18:07:52,/artifacts/run_848/weights.h5,Development,Statsmodels,Decision Tree,848
74,2024-09-16 18:48:37,/artifacts/run_14/model.onnx,Evaluation,Statsmodels,Naive Bayes,14
82,2024-09-16 19:24:50,/artifacts/run_237/model.pkl,Evaluation,Statsmodels,Support Vector Machine,237
93,2024-09-16 20:25:48,/artifacts/run_522/model.joblib,Evaluation,Statsmodels,Gaussian Mixture,522
107,2024-09-16 21:45:48,/artifacts/run_347/model.pkl,Monitoring,Statsmodels,Gaussian Mixture,347
111,2024-09-16 22:24:29,/artifacts/run_1351/model.joblib,Evaluation,Statsmodels,QDA,1351
119,2024-09-16 23:21:22,/artifacts/run_983/model.pkl,Evaluation,Statsmodels,QDA,983
130,2024-09-17 00:29:15,/artifacts/run_418/model.onnx,Monitoring,Statsmodels,Naive Bayes,418
144,2024-09-17 01:42:10,/artifacts/run_711/model.joblib,Evaluation,Statsmodels,DBSCAN,711
148,2024-09-17 02:02:38,/artifacts/run_940/model.onnx,Deployment,Statsmodels,K-Nearest Neighbors,940
161,2024-09-17 03:07:02,/artifacts/run_189/weights.h5,Monitoring,Statsmodels,Gaussian Mixture,189
164,2024-09-17 03:33:52,/artifacts/run_1295/model.pkl,Evaluation,Statsmodels,Naive Bayes,1295
177,2024-09-17 04:55:18,/artifacts/run_131/model.joblib,Deployment,Statsmodels,Gradient Boosting,131
184,2024-09-17 05:25:03,/artifacts/run_639/model.joblib,Deployment,Statsmodels,Decision Tree,639
198,2024-09-17 06:33:38,/artifacts/run_713/weights.h5,Monitoring,Statsmodels,QDA,713
200,2024-09-17 06:42:39,/artifacts/run_740/weights.h5,Deployment,Statsmodels,KMeans,740
216,2024-09-17 08:27:20,/artifacts/run_1403/model.joblib,Deployment,Statsmodels,LightGBM,1403
225,2024-09-17 09:22:39,/artifacts/run_373/model.joblib,Deployment,Statsmodels,QDA,373
227,2024-09-17 09:27:35,/artifacts/run_960/model.pkl,Evaluation,Statsmodels,Logistic Regression,960
241,2024-09-17 10:41:42,/artifacts/run_692/model.joblib,Deployment,Statsmodels,Random Forest,692
251,2024-09-17 11:43:34,/artifacts/run_693/model.pkl,Deployment,Statsmodels,K-Nearest Neighbors,693
253,2024-09-17 11:58:56,/artifacts/run_794/model.pkl,Evaluation,Statsmodels,DBSCAN,794
268,2024-09-17 13:24:53,/artifacts/run_1248/model.pkl,Evaluation,Statsmodels,Support Vector Machine,1248
278,2024-09-17 14:14:19,/artifacts/run_1080/model.joblib,Deployment,Statsmodels,Decision Tree,1080
283,2024-09-17 14:46:59,/artifacts/run_53/model.onnx,Deployment,Statsmodels,KMeans,53
293,2024-09-17 15:42:32,/artifacts/run_1371/model.pkl,Development,Statsmodels,Decision Tree,1371
301,2024-09-17 16:23:18,/artifacts/run_1477/weights.h5,Development,Statsmodels,CatBoost,1477
313,2024-09-17 17:16:17,/artifacts/run_399/model.pkl,Evaluation,Statsmodels,Gaussian Mixture,399
323,2024-09-17 18:18:28,/artifacts/run_289/model.joblib,Deployment,Statsmodels,KMeans,289
333,2024-09-17 19:18:10,/artifacts/run_1468/weights.h5,Development,Statsmodels,LDA,1468
341,2024-09-17 20:00:50,/artifacts/run_1451/model.onnx,Deployment,Statsmodels,KMeans,1451
348,2024-09-17 20:31:58,/artifacts/run_198/model.onnx,Deployment,Statsmodels,LDA,198
358,2024-09-17 21:22:50,/artifacts/run_245/weights.h5,Evaluation,Statsmodels,Decision Tree,245
368,2024-09-17 22:16:53,/artifacts/run_1085/model.joblib,Deployment,Statsmodels,DBSCAN,1085
373,2024-09-17 22:44:52,/artifacts/run_1000/model.joblib,Development,Statsmodels,QDA,1000
383,2024-09-17 23:37:44,/artifacts/run_348/weights.h5,Development,Statsmodels,CatBoost,348
388,2024-09-18 00:04:17,/artifacts/run_665/model.onnx,Deployment,Statsmodels,Decision Tree,665
398,2024-09-18 01:06:00,/artifacts/run_1041/model.onnx,Evaluation,Statsmodels,CatBoost,1041
408,2024-09-18 02:11:33,/artifacts/run_1282/model.onnx,Monitoring,Statsmodels,Decision Tree,1282
419,2024-09-18 03:16:21,/artifacts/run_686/model.pkl,Deployment,Statsmodels,CatBoost,686
430,2024-09-18 04:01:20,/artifacts/run_1200/model.pkl,Evaluation,Statsmodels,K-Nearest Neighbors,1200
437,2024-09-18 04:39:05,/artifacts/run_1445/model.joblib,Development,Statsmodels,Support Vector Machine,1445
445,2024-09-18 05:34:33,/artifacts/run_194/model.onnx,Development,Statsmodels,LightGBM,194
455,2024-09-18 06:34:56,/artifacts/run_314/model.pkl,Development,Statsmodels,Support Vector Machine,314
467,2024-09-18 07:35:13,/artifacts/run_1124/model.joblib,Deployment,Statsmodels,Neural Network,1124
473,2024-09-18 07:55:48,/artifacts/run_288/weights.h5,Deployment,Statsmodels,KMeans,288
483,2024-09-18 08:50:12,/artifacts/run_1163/model.pkl,Development,Statsmodels,CatBoost,1163
488,2024-09-18 09:25:07,/artifacts/run_721/model.pkl,Deployment,Statsmodels,Logistic Regression,721
503,2024-09-18 10:34:58,/artifacts/run_1012/model.pkl,Evaluation,Statsmodels,Neural Network,1012
513,2024-09-18 11:27:49,/artifacts/run_1224/model.joblib,Development,Statsmodels,KMeans,1224
522,2024-09-18 12:12:02,/artifacts/run_1320/model.pkl,Deployment,Statsmodels,Neural Network,1320
524,2024-09-18 12:22:15,/artifacts/run_1037/model.joblib,Evaluation,Statsmodels,K-Nearest Neighbors,1037
537,2024-09-18 13:31:37,/artifacts/run_1030/model.joblib,Development,Statsmodels,Gaussian Mixture,1030
546,2024-09-18 14:33:25,/artifacts/run_1337/model.onnx,Evaluation,Statsmodels,Neural Network,1337
550,2024-09-18 15:08:17,/artifacts/run_791/weights.h5,Deployment,Statsmodels,Decision Tree,791
566,2024-09-18 16:11:03,/artifacts/run_959/model.pkl,Development,Statsmodels,Decision Tree,959
568,2024-09-18 16:17:44,/artifacts/run_609/model.joblib,Evaluation,Statsmodels,LightGBM,609
585,2024-09-18 17:43:00,/artifacts/run_474/model.onnx,Development,Statsmodels,Gradient Boosting,474
586,2024-09-18 17:49:12,/artifacts/run_1079/weights.h5,Deployment,Statsmodels,Decision Tree,1079
603,2024-09-18 19:13:18,/artifacts/run_1395/weights.h5,Development,Statsmodels,CatBoost,1395
612,2024-09-18 19:56:58,/artifacts/run_1120/model.onnx,Deployment,Statsmodels,Naive Bayes,1120
614,2024-09-18 20:05:12,/artifacts/run_1231/weights.h5,Deployment,Statsmodels,KMeans,1231
626,2024-09-18 20:55:37,/artifacts/run_182/model.pkl,Monitoring,Statsmodels,Logistic Regression,182
633,2024-09-18 21:24:57,/artifacts/run_408/weights.h5,Monitoring,Statsmodels,Random Forest,408
648,2024-09-18 23:11:39,/artifacts/run_870/model.joblib,Development,Statsmodels,LDA,870
651,2024-09-18 23:27:18,/artifacts/run_649/model.joblib,Evaluation,Statsmodels,DBSCAN,649
659,2024-09-19 00:09:16,/artifacts/run_1374/model.joblib,Evaluation,Statsmodels,CatBoost,1374
668,2024-09-19 01:03:19,/artifacts/run_346/model.pkl,Evaluation,Statsmodels,Decision Tree,346
677,2024-09-19 01:53:51,/artifacts/run_566/model.joblib,Development,Statsmodels,Decision Tree,566
689,2024-09-19 03:09:22,/artifacts/run_433/model.joblib,Development,Statsmodels,DBSCAN,433
696,2024-09-19 03:32:07,/artifacts/run_1027/model.joblib,Evaluation,Statsmodels,XGBoost,1027
711,2024-09-19 05:22:17,/artifacts/run_39/model.onnx,Monitoring,Statsmodels,DBSCAN,39
719,2024-09-19 05:49:22,/artifacts/run_1279/weights.h5,Development,Statsmodels,KMeans,1279
729,2024-09-19 06:49:38,/artifacts/run_1025/model.joblib,Deployment,Statsmodels,Support Vector Machine,1025
731,2024-09-19 07:00:08,/artifacts/run_268/weights.h5,Monitoring,Statsmodels,Naive Bayes,268
741,2024-09-19 07:58:49,/artifacts/run_688/model.onnx,Development,Statsmodels,CatBoost,688
748,2024-09-19 08:33:46,/artifacts/run_1100/model.onnx,Evaluation,Statsmodels,Decision Tree,1100
765,2024-09-19 10:18:55,/artifacts/run_159/model.joblib,Deployment,Statsmodels,Neural Network,159
773,2024-09-19 11:02:45,/artifacts/run_737/model.joblib,Evaluation,Statsmodels,LightGBM,737
777,2024-09-19 11:32:54,/artifacts/run_1246/model.joblib,Evaluation,Statsmodels,DBSCAN,1246
787,2024-09-19 12:27:25,/artifacts/run_80/model.pkl,Monitoring,Statsmodels,LightGBM,80
793,2024-09-19 12:58:59,/artifacts/run_133/model.joblib,Evaluation,Statsmodels,Support Vector Machine,133
804,2024-09-19 13:58:12,/artifacts/run_35/model.joblib,Evaluation,Statsmodels,DBSCAN,35
819,2024-09-19 15:18:43,/artifacts/run_1432/model.onnx,Monitoring,Statsmodels,XGBoost,1432
823,2024-09-19 15:43:27,/artifacts/run_491/model.joblib,Development,Statsmodels,Gaussian Mixture,491
836,2024-09-19 16:47:26,/artifacts/run_770/model.onnx,Monitoring,Statsmodels,XGBoost,770
840,2024-09-19 17:07:56,/artifacts/run_1257/model.joblib,Evaluation,Statsmodels,Gradient Boosting,1257
855,2024-09-19 18:27:41,/artifacts/run_1372/model.joblib,Monitoring,Statsmodels,Support Vector Machine,1372
860,2024-09-19 18:59:54,/artifacts/run_1340/weights.h5,Monitoring,Statsmodels,Neural Network,1340
868,2024-09-19 19:39:03,/artifacts/run_404/weights.h5,Evaluation,Statsmodels,Gradient Boosting,404
875,2024-09-19 20:21:59,/artifacts/run_1129/model.pkl,Evaluation,Statsmodels,Random Forest,1129
889,2024-09-19 21:48:47,/artifacts/run_1076/model.joblib,Monitoring,Statsmodels,DBSCAN,1076
893,2024-09-19 22:01:24,/artifacts/run_271/model.pkl,Deployment,Statsmodels,Gaussian Mixture,271
908,2024-09-19 23:07:00,/artifacts/run_1328/weights.h5,Evaluation,Statsmodels,Random Forest,1328
913,2024-09-19 23:39:49,/artifacts/run_953/weights.h5,Monitoring,Statsmodels,Support Vector Machine,953
925,2024-09-20 00:42:10,/artifacts/run_47/weights.h5,Monitoring,Statsmodels,LDA,47
929,2024-09-20 00:57:07,/artifacts/run_54/model.pkl,Development,Statsmodels,K-Nearest Neighbors,54
939,2024-09-20 01:53:14,/artifacts/run_1499/model.onnx,Development,Statsmodels,Gaussian Mixture,1499
947,2024-09-20 02:44:19,/artifacts/run_1471/model.onnx,Deployment,Statsmodels,Neural Network,1471
959,2024-09-20 03:44:19,/artifacts/run_1485/weights.h5,Evaluation,Statsmodels,Gaussian Mixture,1485
971,2024-09-20 04:59:22,/artifacts/run_95/model.onnx,Monitoring,Statsmodels,Gradient Boosting,95
980,2024-09-20 06:01:53,/artifacts/run_1126/model.joblib,Deployment,Statsmodels,CatBoost,1126
984,2024-09-20 06:19:06,/artifacts/run_1273/model.pkl,Evaluation,Statsmodels,Neural Network,1273
996,2024-09-20 07:21:44,/artifacts/run_273/model.pkl,Monitoring,Statsmodels,Decision Tree,273
7,2024-09-16 12:22:27,/artifacts/run_1173/model.onnx,Development,TensorFlow,LDA,1173
15,2024-09-16 13:12:15,/artifacts/run_468/weights.h5,Deployment,TensorFlow,Gaussian Mixture,468
25,2024-09-16 14:06:32,/artifacts/run_454/weights.h5,Development,TensorFlow,Neural Network,454
30,2024-09-16 14:28:49,/artifacts/run_1047/model.joblib,Monitoring,TensorFlow,Random Forest,1047
39,2024-09-16 15:28:26,/artifacts/run_1488/model.joblib,Monitoring,TensorFlow,DBSCAN,1488
46,2024-09-16 16:09:26,/artifacts/run_901/model.pkl,Deployment,TensorFlow,CatBoost,901
62,2024-09-16 17:38:32,/artifacts/run_153/model.onnx,Monitoring,TensorFlow,Logistic Regression,153
69,2024-09-16 18:15:52,/artifacts/run_1018/weights.h5,Development,TensorFlow,Gaussian Mixture,1018
77,2024-09-16 18:58:20,/artifacts/run_871/model.onnx,Development,TensorFlow,Gradient Boosting,871
86,2024-09-16 19:43:55,/artifacts/run_77/model.joblib,Development,TensorFlow,XGBoost,77
95,2024-09-16 20:41:06,/artifacts/run_164/weights.h5,Development,TensorFlow,DBSCAN,164
101,2024-09-16 21:18:50,/artifacts/run_563/weights.h5,Development,TensorFlow,LDA,563
112,2024-09-16 22:33:05,/artifacts/run_85/model.joblib,Monitoring,TensorFlow,Support Vector Machine,85
123,2024-09-16 23:43:02,/artifacts/run_307/model.pkl,Evaluation,TensorFlow,LightGBM,307
131,2024-09-17 00:32:02,/artifacts/run_677/model.pkl,Deployment,TensorFlow,XGBoost,677
138,2024-09-17 01:07:18,/artifacts/run_389/weights.h5,Evaluation,TensorFlow,Logistic Regression,389
150,2024-09-17 02:14:24,/artifacts/run_1184/model.onnx,Evaluation,TensorFlow,Naive Bayes,1184
162,2024-09-17 03:15:31,/artifacts/run_1260/model.joblib,Development,TensorFlow,QDA,1260
165,2024-09-17 03:41:17,/artifacts/run_44/model.joblib,Monitoring,TensorFlow,Logistic Regression,44
179,2024-09-17 05:00:14,/artifacts/run_1040/model.onnx,Monitoring,TensorFlow,Random Forest,1040
189,2024-09-17 05:56:55,/artifacts/run_52/model.joblib,Deployment,TensorFlow,XGBoost,52
193,2024-09-17 06:12:34,/artifacts/run_766/model.pkl,Development,TensorFlow,XGBoost,766
204,2024-09-17 07:10:21,/artifacts/run_1396/model.pkl,Evaluation,TensorFlow,Decision Tree,1396
210,2024-09-17 07:43:31,/artifacts/run_985/model.onnx,Deployment,TensorFlow,Neural Network,985
220,2024-09-17 08:44:36,/artifacts/run_746/model.pkl,Deployment,TensorFlow,Naive Bayes,746
228,2024-09-17 09:30:37,/artifacts/run_244/model.onnx,Development,TensorFlow,Gradient Boosting,244
235,2024-09-17 10:08:41,/artifacts/run_1058/model.onnx,Evaluation,TensorFlow,Support Vector Machine,1058
252,2024-09-17 11:51:23,/artifacts/run_1315/weights.h5,Development,TensorFlow,CatBoost,1315
254,2024-09-17 12:04:54,/artifacts/run_1110/model.onnx,Monitoring,TensorFlow,Gradient Boosting,1110
269,2024-09-17 13:33:17,/artifacts/run_1379/weights.h5,Monitoring,TensorFlow,DBSCAN,1379
274,2024-09-17 13:57:10,/artifacts/run_1361/model.pkl,Monitoring,TensorFlow,Logistic Regression,1361
284,2024-09-17 14:48:45,/artifacts/run_707/model.joblib,Development,TensorFlow,K-Nearest Neighbors,707
296,2024-09-17 15:59:17,/artifacts/run_461/model.joblib,Monitoring,TensorFlow,QDA,461
305,2024-09-17 16:34:26,/artifacts/run_618/model.pkl,Monitoring,TensorFlow,CatBoost,618
315,2024-09-17 17:30:20,/artifacts/run_396/model.joblib,Deployment,TensorFlow,LightGBM,396
319,2024-09-17 17:56:00,/artifacts/run_1062/model.joblib,Evaluation,TensorFlow,Logistic Regression,1062
327,2024-09-17 18:43:55,/artifacts/run_604/model.pkl,Monitoring,TensorFlow,Decision Tree,604
335,2024-09-17 19:33:10,/artifacts/run_63/weights.h5,Evaluation,TensorFlow,XGBoost,63
351,2024-09-17 20:45:56,/artifacts/run_646/weights.h5,Development,TensorFlow,Neural Network,646
353,2024-09-17 20:52:05,/artifacts/run_248/weights.h5,Monitoring,TensorFlow,K-Nearest Neighbors,248
363,2024-09-17 21:42:05,/artifacts/run_1059/model.onnx,Deployment,TensorFlow,Naive Bayes,1059
377,2024-09-17 23:07:52,/artifacts/run_1162/weights.h5,Deployment,TensorFlow,Decision Tree,1162
387,2024-09-18 00:02:20,/artifacts/run_733/weights.h5,Evaluation,TensorFlow,Random Forest,733
391,2024-09-18 00:21:03,/artifacts/run_305/model.onnx,Monitoring,TensorFlow,Gaussian Mixture,305
401,2024-09-18 01:30:25,/artifacts/run_736/model.joblib,Monitoring,TensorFlow,QDA,736
411,2024-09-18 02:34:45,/artifacts/run_231/model.joblib,Evaluation,TensorFlow,Gradient Boosting,231
423,2024-09-18 03:28:37,/artifacts/run_679/model.onnx,Evaluation,TensorFlow,Gaussian Mixture,679
431,2024-09-18 04:03:31,/artifacts/run_802/model.pkl,Monitoring,TensorFlow,LightGBM,802
438,2024-09-18 04:44:45,/artifacts/run_647/model.pkl,Deployment,TensorFlow,Decision Tree,647
448,2024-09-18 05:48:18,/artifacts/run_302/weights.h5,Deployment,TensorFlow,Gaussian Mixture,302
456,2024-09-18 06:38:43,/artifacts/run_1132/model.onnx,Evaluation,TensorFlow,Naive Bayes,1132
463,2024-09-18 07:17:51,/artifacts/run_122/model.onnx,Deployment,TensorFlow,K-Nearest Neighbors,122
474,2024-09-18 07:56:54,/artifacts/run_1369/model.pkl,Development,TensorFlow,DBSCAN,1369
484,2024-09-18 08:58:27,/artifacts/run_238/model.pkl,Evaluation,TensorFlow,Support Vector Machine,238
489,2024-09-18 09:34:15,/artifacts/run_1107/model.joblib,Monitoring,TensorFlow,QDA,1107
504,2024-09-18 10:39:59,/artifacts/run_1256/model.joblib,Deployment,TensorFlow,KMeans,1256
508,2024-09-18 11:07:54,/artifacts/run_334/model.pkl,Evaluation,TensorFlow,Random Forest,334
514,2024-09-18 11:36:26,/artifacts/run_765/model.onnx,Evaluation,TensorFlow,XGBoost,765
528,2024-09-18 12:46:50,/artifacts/run_36/model.pkl,Evaluation,TensorFlow,Gradient Boosting,36
533,2024-09-18 13:11:22,/artifacts/run_386/model.joblib,Deployment,TensorFlow,XGBoost,386
547,2024-09-18 14:41:41,/artifacts/run_467/weights.h5,Deployment,TensorFlow,LDA,467
551,2024-09-18 15:09:49,/artifacts/run_652/model.joblib,Evaluation,TensorFlow,Gradient Boosting,652
560,2024-09-18 15:46:42,/artifacts/run_788/model.onnx,Monitoring,TensorFlow,DBSCAN,788
571,2024-09-18 16:36:15,/artifacts/run_724/weights.h5,Development,TensorFlow,XGBoost,724
578,2024-09-18 17:08:29,/artifacts/run_1318/model.joblib,Deployment,TensorFlow,Random Forest,1318
588,2024-09-18 17:59:05,/artifacts/run_784/model.pkl,Evaluation,TensorFlow,CatBoost,784
597,2024-09-18 18:30:40,/artifacts/run_651/model.pkl,Development,TensorFlow,Gradient Boosting,651
604,2024-09-18 19:19:07,/artifacts/run_930/model.pkl,Deployment,TensorFlow,Random Forest,930
616,2024-09-18 20:13:34,/artifacts/run_1223/model.pkl,Evaluation,TensorFlow,Neural Network,1223
629,2024-09-18 21:11:56,/artifacts/run_699/model.pkl,Monitoring,TensorFlow,LightGBM,699
635,2024-09-18 21:39:42,/artifacts/run_1207/model.joblib,Development,TensorFlow,K-Nearest Neighbors,1207
641,2024-09-18 22:26:27,/artifacts/run_1430/model.onnx,Development,TensorFlow,XGBoost,1430
655,2024-09-18 23:44:58,/artifacts/run_540/weights.h5,Evaluation,TensorFlow,QDA,540
662,2024-09-19 00:27:13,/artifacts/run_485/model.pkl,Deployment,TensorFlow,DBSCAN,485
673,2024-09-19 01:29:09,/artifacts/run_1476/weights.h5,Development,TensorFlow,KMeans,1476
678,2024-09-19 01:55:07,/artifacts/run_1083/model.pkl,Monitoring,TensorFlow,LightGBM,1083
693,2024-09-19 03:23:24,/artifacts/run_137/weights.h5,Deployment,TensorFlow,Support Vector Machine,137
698,2024-09-19 03:48:01,/artifacts/run_1263/model.pkl,Development,TensorFlow,K-Nearest Neighbors,1263
706,2024-09-19 04:53:12,/artifacts/run_465/weights.h5,Development,TensorFlow,Neural Network,465
712,2024-09-19 05:24:49,/artifacts/run_460/model.onnx,Evaluation,TensorFlow,Gradient Boosting,460
721,2024-09-19 06:05:31,/artifacts/run_678/model.joblib,Monitoring,TensorFlow,Gradient Boosting,678
732,2024-09-19 07:02:12,/artifacts/run_720/model.onnx,Evaluation,TensorFlow,DBSCAN,720
742,2024-09-19 08:02:18,/artifacts/run_480/model.pkl,Evaluation,TensorFlow,Support Vector Machine,480
749,2024-09-19 08:42:31,/artifacts/run_415/model.joblib,Monitoring,TensorFlow,Gaussian Mixture,415
759,2024-09-19 09:47:48,/artifacts/run_1347/weights.h5,Evaluation,TensorFlow,Decision Tree,1347
769,2024-09-19 10:32:56,/artifacts/run_553/model.pkl,Development,TensorFlow,Gradient Boosting,553
780,2024-09-19 11:47:02,/artifacts/run_466/weights.h5,Monitoring,TensorFlow,Naive Bayes,466
789,2024-09-19 12:34:59,/artifacts/run_495/model.joblib,Monitoring,TensorFlow,DBSCAN,495
796,2024-09-19 13:16:12,/artifacts/run_907/model.onnx,Development,TensorFlow,XGBoost,907
805,2024-09-19 14:03:08,/artifacts/run_1439/model.pkl,Deployment,TensorFlow,Logistic Regression,1439
814,2024-09-19 14:52:00,/artifacts/run_315/model.joblib,Evaluation,TensorFlow,CatBoost,315
824,2024-09-19 15:48:06,/artifacts/run_1090/model.pkl,Evaluation,TensorFlow,Neural Network,1090
829,2024-09-19 16:09:49,/artifacts/run_865/model.pkl,Monitoring,TensorFlow,Gradient Boosting,865
841,2024-09-19 17:10:49,/artifacts/run_1313/model.joblib,Development,TensorFlow,QDA,1313
847,2024-09-19 17:39:25,/artifacts/run_74/model.pkl,Monitoring,TensorFlow,KMeans,74
864,2024-09-19 19:19:55,/artifacts/run_629/model.pkl,Deployment,TensorFlow,LightGBM,629
869,2024-09-19 19:48:28,/artifacts/run_172/weights.h5,Evaluation,TensorFlow,LightGBM,172
876,2024-09-19 20:25:41,/artifacts/run_725/weights.h5,Deployment,TensorFlow,KMeans,725
890,2024-09-19 21:49:48,/artifacts/run_113/model.pkl,Development,TensorFlow,XGBoost,113
894,2024-09-19 22:05:22,/artifacts/run_66/model.pkl,Development,TensorFlow,Random Forest,66
902,2024-09-19 22:30:08,/artifacts/run_929/model.pkl,Development,TensorFlow,Logistic Regression,929
918,2024-09-20 00:04:37,/artifacts/run_5/model.pkl,Development,TensorFlow,QDA,5
920,2024-09-20 00:12:39,/artifacts/run_1362/weights.h5,Monitoring,TensorFlow,K-Nearest Neighbors,1362
930,2024-09-20 00:59:51,/artifacts/run_429/model.pkl,Deployment,TensorFlow,LightGBM,429
943,2024-09-20 02:22:44,/artifacts/run_155/model.joblib,Development,TensorFlow,KMeans,155
948,2024-09-20 02:48:25,/artifacts/run_15/model.pkl,Evaluation,TensorFlow,Support Vector Machine,15
961,2024-09-20 03:59:56,/artifacts/run_683/model.pkl,Evaluation,TensorFlow,XGBoost,683
972,2024-09-20 05:05:50,/artifacts/run_435/model.joblib,Evaluation,TensorFlow,Decision Tree,435
973,2024-09-20 05:14:45,/artifacts/run_402/model.joblib,Monitoring,TensorFlow,Gaussian Mixture,402
986,2024-09-20 06:31:06,/artifacts/run_475/model.pkl,Evaluation,TensorFlow,XGBoost,475
997,2024-09-20 07:27:50,/artifacts/run_1106/model.joblib,Development,TensorFlow,Gradient Boosting,1106
2,2024-09-16 11:50:22,/artifacts/run_808/weights.h5,Development,XGBoost,Support Vector Machine,808
18,2024-09-16 13:32:11,/artifacts/run_357/model.pkl,Deployment,XGBoost,Gaussian Mixture,357
20,2024-09-16 13:39:41,/artifacts/run_714/weights.h5,Evaluation,XGBoost,Naive Bayes,714
35,2024-09-16 15:00:18,/artifacts/run_363/weights.h5,Evaluation,XGBoost,Logistic Regression,363
41,2024-09-16 15:40:09,/artifacts/run_606/model.pkl,Deployment,XGBoost,LDA,606
50,2024-09-16 16:39:59,/artifacts/run_1219/model.pkl,Development,XGBoost,Random Forest,1219
57,2024-09-16 17:14:58,/artifacts/run_1054/weights.h5,Deployment,XGBoost,Gradient Boosting,1054
71,2024-09-16 18:35:01,/artifacts/run_116/model.onnx,Evaluation,XGBoost,LDA,116
79,2024-09-16 19:12:44,/artifacts/run_43/model.joblib,Monitoring,XGBoost,DBSCAN,43
89,2024-09-16 20:07:36,/artifacts/run_581/weights.h5,Development,XGBoost,CatBoost,581
98,2024-09-16 20:54:03,/artifacts/run_34/weights.h5,Development,XGBoost,K-Nearest Neighbors,34
103,2024-09-16 21:22:28,/artifacts/run_1236/weights.h5,Monitoring,XGBoost,CatBoost,1236
114,2024-09-16 22:42:50,/artifacts/run_385/model.joblib,Deployment,XGBoost,XGBoost,385
122,2024-09-16 23:38:14,/artifacts/run_1115/weights.h5,Deployment,XGBoost,Naive Bayes,1115
127,2024-09-17 00:08:32,/artifacts/run_1119/weights.h5,Evaluation,XGBoost,Logistic Regression,1119
140,2024-09-17 01:18:08,/artifacts/run_1344/model.pkl,Deployment,XGBoost,Support Vector Machine,1344
149,2024-09-17 02:05:29,/artifacts/run_1011/model.joblib,Development,XGBoost,QDA,1011
157,2024-09-17 02:45:15,/artifacts/run_847/model.onnx,Monitoring,XGBoost,Gaussian Mixture,847
170,2024-09-17 04:04:48,/artifacts/run_1182/weights.h5,Monitoring,XGBoost,Gradient Boosting,1182
173,2024-09-17 04:27:24,/artifacts/run_642/model.onnx,Deployment,XGBoost,Random Forest,642
185,2024-09-17 05:32:06,/artifacts/run_61/weights.h5,Development,XGBoost,LightGBM,61
196,2024-09-17 06:25:23,/artifacts/run_973/model.pkl,Deployment,XGBoost,Gaussian Mixture,973
207,2024-09-17 07:19:49,/artifacts/run_792/model.joblib,Evaluation,XGBoost,LDA,792
212,2024-09-17 07:57:19,/artifacts/run_882/weights.h5,Monitoring,XGBoost,Logistic Regression,882
219,2024-09-17 08:42:49,/artifacts/run_529/model.onnx,Development,XGBoost,QDA,529
232,2024-09-17 10:00:20,/artifacts/run_1111/model.pkl,Evaluation,XGBoost,KMeans,1111
237,2024-09-17 10:21:31,/artifacts/run_108/weights.h5,Development,XGBoost,Gaussian Mixture,108
247,2024-09-17 11:21:53,/artifacts/run_555/weights.h5,Evaluation,XGBoost,Neural Network,555
258,2024-09-17 12:26:06,/artifacts/run_674/model.onnx,Development,XGBoost,Random Forest,674
264,2024-09-17 13:06:39,/artifacts/run_1335/model.pkl,Deployment,XGBoost,Neural Network,1335
279,2024-09-17 14:21:26,/artifacts/run_1334/model.onnx,Development,XGBoost,Gaussian Mixture,1334
288,2024-09-17 15:11:40,/artifacts/run_1447/weights.h5,Development,XGBoost,Support Vector Machine,1447
