nombre_hp,id_run,valor_json,dtype
momentum,717,"{""value"": 0.65}",float
min_samples_leaf,1361,"{""value"": 2}",int
learning_rate,544,"{""value"": 0.00461}",float
batch_size,866,"{""value"": 64}",int
loss_function,14,"{""value"": ""mae""}",enum
weight_decay,224,"{""value"": 0.00972}",float
hidden_size,569,"{""value"": 32}",int
optimizer,1159,"{""value"": ""adamw""}",enum
colsample_bytree,1191,"{""value"": 0.78}",float
optimizer,172,"{""value"": ""sgd""}",enum
batch_size,82,"{""value"": 32}",int
momentum,805,"{""value"": 0.35}",float
regularization_lambda,1163,"{""value"": 0.30}",float
learning_rate,354,"{""value"": 0.00262}",float
min_samples_leaf,579,"{""value"": 6}",int
dropout,605,"{""value"": 0.35}",float
num_epochs,265,"{""value"": 119}",int
colsample_bytree,19,"{""value"": 0.95}",float
patience,198,"{""value"": 10}",int
random_seed,1260,"{""value"": 68861}",int
weight_decay,1326,"{""value"": 0.00169}",float
hidden_size,27,"{""value"": 256}",int
num_layers,1335,"{""value"": 9}",int
subsample,349,"{""value"": 0.83}",float
min_samples_split,389,"{""value"": 8}",int
early_stopping_rounds,1338,"{""value"": 41}",int
max_depth,442,"{""value"": 22}",int
activation,1395,"{""value"": ""gelu""}",enum
loss_function,561,"{""value"": ""mse""}",enum
learning_rate,479,"{""value"": 0.00593}",float
optimizer,1398,"{""value"": ""adam""}",enum
num_epochs,266,"{""value"": 152}",int
loss_function,1144,"{""value"": ""huber""}",enum
hidden_size,121,"{""value"": 128}",int
random_seed,1485,"{""value"": 75642}",int
max_depth,285,"{""value"": 9}",int
num_layers,1086,"{""value"": 1}",int
activation,13,"{""value"": ""gelu""}",enum
patience,47,"{""value"": 9}",int
dropout,142,"{""value"": 0.13}",float
batch_size,211,"{""value"": 256}",int
regularization_lambda,232,"{""value"": 0.04}",float
weight_decay,64,"{""value"": 0.00485}",float
subsample,1465,"{""value"": 0.97}",float
min_samples_split,1470,"{""value"": 7}",int
momentum,555,"{""value"": 0.67}",float
min_samples_leaf,328,"{""value"": 7}",int
colsample_bytree,1174,"{""value"": 0.95}",float
early_stopping_rounds,1334,"{""value"": 22}",int
loss_function,571,"{""value"": ""cross_entropy""}",enum
max_depth,751,"{""value"": 5}",int
optimizer,23,"{""value"": ""sgd""}",enum
weight_decay,952,"{""value"": 0.00669}",float
colsample_bytree,294,"{""value"": 0.81}",float
patience,1492,"{""value"": 13}",int
min_samples_leaf,904,"{""value"": 7}",int
num_epochs,1438,"{""value"": 145}",int
early_stopping_rounds,401,"{""value"": 50}",int
dropout,54,"{""value"": 0.08}",float
activation,1042,"{""value"": ""selu""}",enum
random_seed,137,"{""value"": 7341}",int
hidden_size,247,"{""value"": 128}",int
num_layers,931,"{""value"": 10}",int
momentum,191,"{""value"": 0.72}",float
learning_rate,1384,"{""value"": 0.00974}",float
min_samples_split,1172,"{""value"": 18}",int
batch_size,447,"{""value"": 32}",int
subsample,1422,"{""value"": 0.50}",float
regularization_lambda,1061,"{""value"": 0.83}",float
batch_size,1222,"{""value"": 32}",int
activation,907,"{""value"": ""tanh""}",enum
regularization_lambda,147,"{""value"": 0.49}",float
loss_function,244,"{""value"": ""mse""}",enum
learning_rate,50,"{""value"": 0.00348}",float
dropout,917,"{""value"": 0.00}",float
weight_decay,207,"{""value"": 0.00042}",float
subsample,254,"{""value"": 0.74}",float
min_samples_leaf,892,"{""value"": 2}",int
colsample_bytree,1216,"{""value"": 0.80}",float
patience,460,"{""value"": 17}",int
min_samples_split,182,"{""value"": 15}",int
early_stopping_rounds,787,"{""value"": 44}",int
optimizer,343,"{""value"": ""rmsprop""}",enum
random_seed,1486,"{""value"": 18069}",int
num_epochs,1402,"{""value"": 11}",int
momentum,11,"{""value"": 0.69}",float
hidden_size,1026,"{""value"": 64}",int
max_depth,1443,"{""value"": 21}",int
num_layers,5,"{""value"": 2}",int
loss_function,635,"{""value"": ""cross_entropy""}",enum
num_epochs,1236,"{""value"": 189}",int
regularization_lambda,214,"{""value"": 0.78}",float
weight_decay,202,"{""value"": 0.00426}",float
momentum,29,"{""value"": 0.05}",float
random_seed,746,"{""value"": 81665}",int
num_layers,694,"{""value"": 2}",int
patience,525,"{""value"": 12}",int
learning_rate,1264,"{""value"": 0.00565}",float
dropout,1134,"{""value"": 0.56}",float
optimizer,1327,"{""value"": ""adamw""}",enum
min_samples_split,1006,"{""value"": 2}",int
activation,1401,"{""value"": ""gelu""}",enum
subsample,1471,"{""value"": 0.66}",float
hidden_size,288,"{""value"": 64}",int
max_depth,1195,"{""value"": 12}",int
colsample_bytree,1087,"{""value"": 0.63}",float
early_stopping_rounds,504,"{""value"": 49}",int
min_samples_leaf,526,"{""value"": 10}",int
batch_size,397,"{""value"": 16}",int
min_samples_leaf,409,"{""value"": 6}",int
batch_size,592,"{""value"": 256}",int
patience,659,"{""value"": 18}",int
dropout,408,"{""value"": 0.56}",float
num_epochs,2,"{""value"": 181}",int
subsample,1105,"{""value"": 0.86}",float
loss_function,911,"{""value"": ""huber""}",enum
learning_rate,693,"{""value"": 0.00738}",float
random_seed,979,"{""value"": 8114}",int
weight_decay,745,"{""value"": 0.00156}",float
num_layers,503,"{""value"": 5}",int
colsample_bytree,1179,"{""value"": 0.95}",float
activation,832,"{""value"": ""sigmoid""}",enum
early_stopping_rounds,1033,"{""value"": 26}",int
hidden_size,53,"{""value"": 16}",int
optimizer,1101,"{""value"": ""sgd""}",enum
regularization_lambda,1082,"{""value"": 0.38}",float
min_samples_split,1412,"{""value"": 3}",int
momentum,1449,"{""value"": 0.92}",float
max_depth,568,"{""value"": 22}",int
subsample,279,"{""value"": 0.97}",float
regularization_lambda,196,"{""value"": 0.13}",float
loss_function,145,"{""value"": ""huber""}",enum
max_depth,739,"{""value"": 12}",int
optimizer,289,"{""value"": ""adamw""}",enum
weight_decay,60,"{""value"": 0.00033}",float
colsample_bytree,1009,"{""value"": 0.63}",float
patience,1256,"{""value"": 12}",int
min_samples_leaf,992,"{""value"": 9}",int
num_epochs,127,"{""value"": 164}",int
early_stopping_rounds,1066,"{""value"": 41}",int
dropout,1366,"{""value"": 0.08}",float
activation,231,"{""value"": ""gelu""}",enum
random_seed,1385,"{""value"": 78329}",int
hidden_size,883,"{""value"": 128}",int
num_layers,1007,"{""value"": 5}",int
momentum,513,"{""value"": 0.06}",float
learning_rate,580,"{""value"": 0.00602}",float
min_samples_split,308,"{""value"": 20}",int
batch_size,226,"{""value"": 32}",int
colsample_bytree,725,"{""value"": 0.76}",float
momentum,608,"{""value"": 0.91}",float
loss_function,167,"{""value"": ""huber""}",enum
min_samples_leaf,153,"{""value"": 8}",int
optimizer,1265,"{""value"": ""rmsprop""}",enum
weight_decay,341,"{""value"": 0.00156}",float
num_layers,677,"{""value"": 1}",int
early_stopping_rounds,1499,"{""value"": 21}",int
regularization_lambda,156,"{""value"": 0.12}",float
random_seed,93,"{""value"": 89184}",int
min_samples_split,1125,"{""value"": 8}",int
patience,366,"{""value"": 9}",int
max_depth,364,"{""value"": 23}",int
activation,813,"{""value"": ""relu""}",enum
learning_rate,432,"{""value"": 0.00106}",float
batch_size,457,"{""value"": 16}",int
hidden_size,689,"{""value"": 64}",int
num_epochs,1180,"{""value"": 63}",int
subsample,966,"{""value"": 0.65}",float
dropout,993,"{""value"": 0.10}",float
min_samples_split,1436,"{""value"": 12}",int
learning_rate,1426,"{""value"": 0.00583}",float
weight_decay,377,"{""value"": 0.00770}",float
activation,1371,"{""value"": ""tanh""}",enum
subsample,1297,"{""value"": 0.65}",float
hidden_size,1409,"{""value"": 512}",int
min_samples_leaf,28,"{""value"": 7}",int
max_depth,1206,"{""value"": 16}",int
optimizer,203,"{""value"": ""adamw""}",enum
batch_size,1000,"{""value"": 256}",int
early_stopping_rounds,547,"{""value"": 26}",int
loss_function,363,"{""value"": ""mse""}",enum
dropout,169,"{""value"": 0.14}",float
num_epochs,73,"{""value"": 114}",int
momentum,208,"{""value"": 0.18}",float
random_seed,136,"{""value"": 74277}",int
colsample_bytree,936,"{""value"": 0.72}",float
regularization_lambda,894,"{""value"": 0.21}",float
num_layers,1299,"{""value"": 4}",int
patience,857,"{""value"": 16}",int
weight_decay,1286,"{""value"": 0.00711}",float
activation,237,"{""value"": ""sigmoid""}",enum
regularization_lambda,248,"{""value"": 0.75}",float
optimizer,643,"{""value"": ""rmsprop""}",enum
random_seed,1301,"{""value"": 96101}",int
learning_rate,278,"{""value"": 0.00199}",float
colsample_bytree,390,"{""value"": 0.60}",float
patience,1494,"{""value"": 17}",int
max_depth,1399,"{""value"": 12}",int
batch_size,215,"{""value"": 16}",int
early_stopping_rounds,1041,"{""value"": 25}",int
hidden_size,1047,"{""value"": 128}",int
dropout,946,"{""value"": 0.11}",float
min_samples_split,657,"{""value"": 13}",int
num_layers,106,"{""value"": 7}",int
num_epochs,1372,"{""value"": 6}",int
momentum,919,"{""value"": 0.85}",float
subsample,602,"{""value"": 0.92}",float
loss_function,123,"{""value"": ""cross_entropy""}",enum
min_samples_leaf,1417,"{""value"": 8}",int
regularization_lambda,705,"{""value"": 0.51}",float
max_depth,706,"{""value"": 16}",int
loss_function,1256,"{""value"": ""mae""}",enum
num_layers,682,"{""value"": 5}",int
patience,608,"{""value"": 7}",int
weight_decay,96,"{""value"": 0.00601}",float
early_stopping_rounds,742,"{""value"": 31}",int
dropout,1144,"{""value"": 0.24}",float
batch_size,78,"{""value"": 128}",int
subsample,1252,"{""value"": 0.58}",float
min_samples_split,1203,"{""value"": 12}",int
colsample_bytree,1057,"{""value"": 0.73}",float
activation,5,"{""value"": ""sigmoid""}",enum
momentum,745,"{""value"": 0.11}",float
hidden_size,1466,"{""value"": 64}",int
learning_rate,982,"{""value"": 0.00713}",float
min_samples_leaf,1153,"{""value"": 3}",int
optimizer,672,"{""value"": ""adamw""}",enum
num_epochs,1070,"{""value"": 30}",int
num_epochs,416,"{""value"": 13}",int
colsample_bytree,1472,"{""value"": 0.90}",float
patience,727,"{""value"": 5}",int
random_seed,650,"{""value"": 58968}",int
weight_decay,351,"{""value"": 0.00946}",float
hidden_size,395,"{""value"": 128}",int
num_layers,142,"{""value"": 5}",int
subsample,643,"{""value"": 0.94}",float
min_samples_split,473,"{""value"": 4}",int
early_stopping_rounds,482,"{""value"": 32}",int
max_depth,17,"{""value"": 13}",int
activation,218,"{""value"": ""relu""}",enum
optimizer,1177,"{""value"": ""adamw""}",enum
batch_size,1062,"{""value"": 32}",int
momentum,519,"{""value"": 0.02}",float
regularization_lambda,900,"{""value"": 0.53}",float
learning_rate,1352,"{""value"": 0.00206}",float
min_samples_leaf,515,"{""value"": 4}",int
early_stopping_rounds,1065,"{""value"": 21}",int
dropout,1225,"{""value"": 0.51}",float
activation,433,"{""value"": ""selu""}",enum
random_seed,340,"{""value"": 72214}",int
hidden_size,93,"{""value"": 512}",int
num_layers,829,"{""value"": 4}",int
momentum,467,"{""value"": 0.97}",float
learning_rate,126,"{""value"": 0.00699}",float
min_samples_split,104,"{""value"": 19}",int
batch_size,1482,"{""value"": 16}",int
subsample,441,"{""value"": 1.00}",float
regularization_lambda,119,"{""value"": 0.16}",float
max_depth,224,"{""value"": 7}",int
optimizer,1230,"{""value"": ""adamw""}",enum
colsample_bytree,752,"{""value"": 0.65}",float
patience,1096,"{""value"": 9}",int
min_samples_leaf,719,"{""value"": 3}",int
num_epochs,251,"{""value"": 176}",int
momentum,193,"{""value"": 0.45}",float
regularization_lambda,538,"{""value"": 0.56}",float
learning_rate,285,"{""value"": 0.00746}",float
min_samples_leaf,795,"{""value"": 2}",int
dropout,1004,"{""value"": 0.16}",float
num_epochs,615,"{""value"": 47}",int
colsample_bytree,1074,"{""value"": 0.76}",float
random_seed,1212,"{""value"": 87919}",int
weight_decay,737,"{""value"": 0.00356}",float
num_layers,1097,"{""value"": 1}",int
subsample,1283,"{""value"": 0.61}",float
min_samples_split,264,"{""value"": 10}",int
early_stopping_rounds,288,"{""value"": 18}",int
max_depth,48,"{""value"": 22}",int
activation,736,"{""value"": ""tanh""}",enum
loss_function,851,"{""value"": ""huber""}",enum
optimizer,625,"{""value"": ""adam""}",enum
batch_size,1105,"{""value"": 16}",int
learning_rate,939,"{""value"": 0.00121}",float
num_layers,10,"{""value"": 5}",int
early_stopping_rounds,649,"{""value"": 14}",int
max_depth,1426,"{""value"": 12}",int
dropout,213,"{""value"": 0.00}",float
activation,748,"{""value"": ""tanh""}",enum
hidden_size,1174,"{""value"": 512}",int
weight_decay,564,"{""value"": 0.00713}",float
regularization_lambda,495,"{""value"": 0.61}",float
min_samples_leaf,791,"{""value"": 1}",int
min_samples_split,1165,"{""value"": 7}",int
num_epochs,373,"{""value"": 123}",int
batch_size,609,"{""value"": 256}",int
subsample,84,"{""value"": 0.96}",float
patience,968,"{""value"": 6}",int
loss_function,226,"{""value"": ""mae""}",enum
random_seed,1254,"{""value"": 76607}",int
colsample_bytree,1491,"{""value"": 0.81}",float
momentum,556,"{""value"": 0.24}",float
dropout,563,"{""value"": 0.25}",float
batch_size,1253,"{""value"": 256}",int
subsample,582,"{""value"": 0.78}",float
random_seed,966,"{""value"": 23294}",int
min_samples_split,438,"{""value"": 20}",int
colsample_bytree,491,"{""value"": 0.92}",float
activation,1328,"{""value"": ""selu""}",enum
momentum,1414,"{""value"": 0.45}",float
hidden_size,617,"{""value"": 16}",int
learning_rate,280,"{""value"": 0.00352}",float
min_samples_leaf,880,"{""value"": 6}",int
optimizer,697,"{""value"": ""adamw""}",enum
regularization_lambda,362,"{""value"": 0.41}",float
max_depth,865,"{""value"": 15}",int
loss_function,979,"{""value"": ""huber""}",enum
num_layers,1058,"{""value"": 2}",int
patience,934,"{""value"": 3}",int
weight_decay,1150,"{""value"": 0.00298}",float
early_stopping_rounds,480,"{""value"": 32}",int
optimizer,640,"{""value"": ""adam""}",enum
activation,191,"{""value"": ""gelu""}",enum
hidden_size,822,"{""value"": 16}",int
num_epochs,315,"{""value"": 18}",int
regularization_lambda,227,"{""value"": 0.71}",float
num_layers,1077,"{""value"": 5}",int
subsample,586,"{""value"": 0.61}",float
max_depth,150,"{""value"": 21}",int
patience,1064,"{""value"": 20}",int
min_samples_leaf,953,"{""value"": 7}",int
weight_decay,1475,"{""value"": 0.00478}",float
batch_size,874,"{""value"": 16}",int
momentum,1398,"{""value"": 0.70}",float
early_stopping_rounds,86,"{""value"": 35}",int
learning_rate,759,"{""value"": 0.00482}",float
random_seed,659,"{""value"": 44424}",int
dropout,626,"{""value"": 0.15}",float
min_samples_split,354,"{""value"": 19}",int
colsample_bytree,1172,"{""value"": 0.81}",float
early_stopping_rounds,913,"{""value"": 36}",int
regularization_lambda,713,"{""value"": 0.68}",float
random_seed,800,"{""value"": 65667}",int
min_samples_split,177,"{""value"": 9}",int
patience,7,"{""value"": 18}",int
max_depth,219,"{""value"": 3}",int
activation,557,"{""value"": ""tanh""}",enum
learning_rate,1226,"{""value"": 0.00847}",float
batch_size,61,"{""value"": 256}",int
hidden_size,463,"{""value"": 32}",int
num_epochs,1262,"{""value"": 199}",int
subsample,1301,"{""value"": 0.57}",float
dropout,306,"{""value"": 0.24}",float
colsample_bytree,562,"{""value"": 0.94}",float
momentum,901,"{""value"": 0.37}",float
loss_function,867,"{""value"": ""cross_entropy""}",enum
optimizer,724,"{""value"": ""sgd""}",enum
weight_decay,776,"{""value"": 0.00737}",float
regularization_lambda,841,"{""value"": 0.78}",float
learning_rate,1209,"{""value"": 0.00518}",float
max_depth,20,"{""value"": 12}",int
num_epochs,868,"{""value"": 14}",int
hidden_size,784,"{""value"": 512}",int
weight_decay,983,"{""value"": 0.00116}",float
momentum,1222,"{""value"": 0.14}",float
dropout,755,"{""value"": 0.35}",float
min_samples_leaf,1376,"{""value"": 5}",int
loss_function,382,"{""value"": ""mae""}",enum
min_samples_split,484,"{""value"": 10}",int
activation,1386,"{""value"": ""tanh""}",enum
patience,282,"{""value"": 17}",int
random_seed,1102,"{""value"": 25210}",int
optimizer,805,"{""value"": ""sgd""}",enum
num_layers,267,"{""value"": 10}",int
colsample_bytree,970,"{""value"": 0.95}",float
batch_size,503,"{""value"": 64}",int
early_stopping_rounds,115,"{""value"": 33}",int
subsample,1059,"{""value"": 0.86}",float
subsample,917,"{""value"": 0.51}",float
regularization_lambda,37,"{""value"": 0.68}",float
loss_function,717,"{""value"": ""mse""}",enum
max_depth,540,"{""value"": 13}",int
optimizer,836,"{""value"": ""sgd""}",enum
weight_decay,1236,"{""value"": 0.00819}",float
colsample_bytree,454,"{""value"": 0.86}",float
patience,1423,"{""value"": 8}",int
min_samples_leaf,1319,"{""value"": 8}",int
num_epochs,1308,"{""value"": 84}",int
early_stopping_rounds,216,"{""value"": 5}",int
dropout,102,"{""value"": 0.01}",float
activation,296,"{""value"": ""gelu""}",enum
random_seed,1316,"{""value"": 2008}",int
hidden_size,176,"{""value"": 128}",int
num_layers,223,"{""value"": 7}",int
momentum,677,"{""value"": 0.72}",float
learning_rate,32,"{""value"": 0.00519}",float
min_samples_split,439,"{""value"": 9}",int
batch_size,1013,"{""value"": 32}",int
subsample,105,"{""value"": 0.53}",float
learning_rate,1372,"{""value"": 0.00583}",float
min_samples_split,1425,"{""value"": 7}",int
activation,1263,"{""value"": ""relu""}",enum
loss_function,1055,"{""value"": ""mse""}",enum
weight_decay,1239,"{""value"": 0.00588}",float
early_stopping_rounds,403,"{""value"": 50}",int
optimizer,989,"{""value"": ""rmsprop""}",enum
momentum,1130,"{""value"": 0.33}",float
dropout,214,"{""value"": 0.40}",float
regularization_lambda,1235,"{""value"": 0.68}",float
max_depth,778,"{""value"": 6}",int
colsample_bytree,367,"{""value"": 0.68}",float
patience,723,"{""value"": 10}",int
hidden_size,605,"{""value"": 16}",int
random_seed,51,"{""value"": 33530}",int
min_samples_leaf,1186,"{""value"": 9}",int
num_layers,600,"{""value"": 6}",int
num_epochs,1010,"{""value"": 177}",int
batch_size,159,"{""value"": 16}",int
momentum,1194,"{""value"": 0.61}",float
learning_rate,502,"{""value"": 0.00162}",float
random_seed,1117,"{""value"": 47412}",int
dropout,536,"{""value"": 0.47}",float
min_samples_split,42,"{""value"": 3}",int
colsample_bytree,481,"{""value"": 0.80}",float
loss_function,1067,"{""value"": ""huber""}",enum
optimizer,807,"{""value"": ""adam""}",enum
activation,1029,"{""value"": ""tanh""}",enum
hidden_size,912,"{""value"": 64}",int
num_epochs,547,"{""value"": 158}",int
regularization_lambda,1109,"{""value"": 0.75}",float
num_layers,1244,"{""value"": 8}",int
subsample,1141,"{""value"": 0.85}",float
max_depth,298,"{""value"": 5}",int
patience,1099,"{""value"": 20}",int
min_samples_leaf,1063,"{""value"": 10}",int
weight_decay,460,"{""value"": 0.00615}",float
batch_size,834,"{""value"": 128}",int
momentum,212,"{""value"": 0.28}",float
learning_rate,103,"{""value"": 0.00808}",float
min_samples_split,1474,"{""value"": 13}",int
batch_size,910,"{""value"": 32}",int
subsample,1030,"{""value"": 0.87}",float
regularization_lambda,1265,"{""value"": 0.66}",float
loss_function,1459,"{""value"": ""mse""}",enum
max_depth,1486,"{""value"": 15}",int
optimizer,406,"{""value"": ""sgd""}",enum
weight_decay,483,"{""value"": 0.00200}",float
colsample_bytree,1156,"{""value"": 0.54}",float
patience,1402,"{""value"": 12}",int
min_samples_leaf,353,"{""value"": 6}",int
num_epochs,1183,"{""value"": 149}",int
early_stopping_rounds,1488,"{""value"": 28}",int
dropout,797,"{""value"": 0.59}",float
activation,590,"{""value"": ""relu""}",enum
random_seed,461,"{""value"": 49670}",int
hidden_size,833,"{""value"": 16}",int
num_layers,1395,"{""value"": 2}",int
loss_function,627,"{""value"": ""mae""}",enum
min_samples_leaf,431,"{""value"": 4}",int
optimizer,229,"{""value"": ""rmsprop""}",enum
weight_decay,1371,"{""value"": 0.00642}",float
num_layers,1233,"{""value"": 7}",int
early_stopping_rounds,307,"{""value"": 16}",int
regularization_lambda,1219,"{""value"": 0.67}",float
random_seed,618,"{""value"": 56228}",int
min_samples_split,1344,"{""value"": 10}",int
patience,883,"{""value"": 3}",int
max_depth,1326,"{""value"": 23}",int
activation,1448,"{""value"": ""relu""}",enum
learning_rate,1014,"{""value"": 0.00892}",float
batch_size,980,"{""value"": 128}",int
num_epochs,1006,"{""value"": 65}",int
subsample,613,"{""value"": 0.58}",float
dropout,1411,"{""value"": 0.50}",float
colsample_bytree,1126,"{""value"": 0.78}",float
momentum,185,"{""value"": 0.80}",float
momentum,1397,"{""value"": 0.18}",float
subsample,978,"{""value"": 0.87}",float
loss_function,523,"{""value"": ""mse""}",enum
min_samples_leaf,501,"{""value"": 4}",int
weight_decay,149,"{""value"": 0.00292}",float
activation,1366,"{""value"": ""selu""}",enum
regularization_lambda,173,"{""value"": 0.07}",float
optimizer,632,"{""value"": ""rmsprop""}",enum
random_seed,1390,"{""value"": 3651}",int
colsample_bytree,1189,"{""value"": 0.82}",float
patience,1405,"{""value"": 4}",int
max_depth,1108,"{""value"": 16}",int
batch_size,1347,"{""value"": 128}",int
early_stopping_rounds,790,"{""value"": 49}",int
hidden_size,1093,"{""value"": 64}",int
dropout,1005,"{""value"": 0.56}",float
min_samples_split,65,"{""value"": 7}",int
num_layers,885,"{""value"": 3}",int
num_epochs,422,"{""value"": 166}",int
batch_size,341,"{""value"": 16}",int
momentum,174,"{""value"": 0.86}",float
regularization_lambda,769,"{""value"": 0.71}",float
learning_rate,130,"{""value"": 0.00957}",float
min_samples_leaf,1424,"{""value"": 6}",int
dropout,843,"{""value"": 0.42}",float
num_epochs,434,"{""value"": 47}",int
colsample_bytree,971,"{""value"": 0.87}",float
patience,844,"{""value"": 16}",int
random_seed,299,"{""value"": 42452}",int
weight_decay,39,"{""value"": 0.00933}",float
hidden_size,1250,"{""value"": 64}",int
num_layers,321,"{""value"": 3}",int
subsample,1330,"{""value"": 0.66}",float
early_stopping_rounds,683,"{""value"": 32}",int
max_depth,164,"{""value"": 23}",int
activation,580,"{""value"": ""tanh""}",enum
loss_function,205,"{""value"": ""cross_entropy""}",enum
optimizer,397,"{""value"": ""sgd""}",enum
colsample_bytree,782,"{""value"": 0.75}",float
patience,637,"{""value"": 9}",int
min_samples_split,73,"{""value"": 20}",int
early_stopping_rounds,1419,"{""value"": 25}",int
optimizer,1173,"{""value"": ""adam""}",enum
random_seed,967,"{""value"": 76142}",int
num_epochs,6,"{""value"": 50}",int
momentum,143,"{""value"": 0.66}",float
hidden_size,435,"{""value"": 256}",int
max_depth,577,"{""value"": 18}",int
num_layers,850,"{""value"": 3}",int
batch_size,1095,"{""value"": 256}",int
activation,725,"{""value"": ""gelu""}",enum
regularization_lambda,192,"{""value"": 0.28}",float
loss_function,221,"{""value"": ""mse""}",enum
learning_rate,53,"{""value"": 0.00454}",float
dropout,1494,"{""value"": 0.07}",float
weight_decay,225,"{""value"": 0.00198}",float
subsample,272,"{""value"": 0.75}",float
min_samples_leaf,639,"{""value"": 3}",int
loss_function,965,"{""value"": ""huber""}",enum
hidden_size,99,"{""value"": 64}",int
random_seed,44,"{""value"": 99329}",int
max_depth,815,"{""value"": 12}",int
num_layers,1151,"{""value"": 3}",int
activation,665,"{""value"": ""sigmoid""}",enum
patience,13,"{""value"": 6}",int
dropout,1359,"{""value"": 0.59}",float
batch_size,570,"{""value"": 256}",int
regularization_lambda,929,"{""value"": 0.69}",float
weight_decay,1054,"{""value"": 0.00428}",float
subsample,162,"{""value"": 0.90}",float
min_samples_split,870,"{""value"": 10}",int
momentum,972,"{""value"": 0.60}",float
min_samples_leaf,1318,"{""value"": 4}",int
colsample_bytree,1157,"{""value"": 0.58}",float
early_stopping_rounds,453,"{""value"": 43}",int
learning_rate,542,"{""value"": 0.00532}",float
optimizer,860,"{""value"": ""rmsprop""}",enum
num_epochs,956,"{""value"": 41}",int
optimizer,475,"{""value"": ""rmsprop""}",enum
weight_decay,510,"{""value"": 0.00080}",float
num_layers,995,"{""value"": 8}",int
early_stopping_rounds,792,"{""value"": 11}",int
regularization_lambda,802,"{""value"": 0.27}",float
random_seed,1045,"{""value"": 90798}",int
min_samples_split,961,"{""value"": 12}",int
patience,988,"{""value"": 20}",int
max_depth,450,"{""value"": 20}",int
activation,974,"{""value"": ""selu""}",enum
learning_rate,894,"{""value"": 0.00485}",float
batch_size,541,"{""value"": 64}",int
hidden_size,1333,"{""value"": 128}",int
num_epochs,946,"{""value"": 52}",int
subsample,262,"{""value"": 0.82}",float
dropout,1042,"{""value"": 0.25}",float
colsample_bytree,1223,"{""value"": 0.99}",float
momentum,1012,"{""value"": 0.21}",float
loss_function,183,"{""value"": ""mse""}",enum
min_samples_leaf,623,"{""value"": 1}",int
momentum,1178,"{""value"": 0.77}",float
random_seed,375,"{""value"": 14531}",int
colsample_bytree,628,"{""value"": 0.83}",float
num_layers,1193,"{""value"": 7}",int
patience,358,"{""value"": 20}",int
min_samples_split,630,"{""value"": 14}",int
learning_rate,619,"{""value"": 0.00372}",float
weight_decay,1336,"{""value"": 0.00162}",float
activation,1218,"{""value"": ""relu""}",enum
subsample,825,"{""value"": 0.98}",float
hidden_size,1278,"{""value"": 256}",int
min_samples_leaf,391,"{""value"": 1}",int
max_depth,161,"{""value"": 16}",int
optimizer,54,"{""value"": ""rmsprop""}",enum
batch_size,179,"{""value"": 256}",int
early_stopping_rounds,208,"{""value"": 21}",int
loss_function,734,"{""value"": ""huber""}",enum
dropout,611,"{""value"": 0.05}",float
num_epochs,189,"{""value"": 188}",int
min_samples_split,443,"{""value"": 7}",int
momentum,1463,"{""value"": 0.74}",float
max_depth,773,"{""value"": 22}",int
min_samples_leaf,110,"{""value"": 2}",int
batch_size,1199,"{""value"": 32}",int
patience,508,"{""value"": 13}",int
dropout,1383,"{""value"": 0.60}",float
num_epochs,881,"{""value"": 144}",int
subsample,505,"{""value"": 0.89}",float
loss_function,1259,"{""value"": ""mae""}",enum
learning_rate,847,"{""value"": 0.00787}",float
random_seed,1041,"{""value"": 98139}",int
weight_decay,810,"{""value"": 0.00482}",float
num_layers,511,"{""value"": 5}",int
colsample_bytree,1348,"{""value"": 0.79}",float
early_stopping_rounds,695,"{""value"": 33}",int
hidden_size,1091,"{""value"": 16}",int
optimizer,1269,"{""value"": ""adamw""}",enum
loss_function,1145,"{""value"": ""mae""}",enum
min_samples_split,1118,"{""value"": 12}",int
min_samples_leaf,313,"{""value"": 9}",int
activation,292,"{""value"": ""tanh""}",enum
random_seed,293,"{""value"": 36960}",int
batch_size,1457,"{""value"": 256}",int
regularization_lambda,1432,"{""value"": 0.53}",float
optimizer,1309,"{""value"": ""rmsprop""}",enum
subsample,316,"{""value"": 0.77}",float
learning_rate,146,"{""value"": 0.00189}",float
weight_decay,1094,"{""value"": 0.00139}",float
num_epochs,648,"{""value"": 12}",int
colsample_bytree,337,"{""value"": 0.55}",float
momentum,873,"{""value"": 0.58}",float
early_stopping_rounds,675,"{""value"": 40}",int
patience,132,"{""value"": 13}",int
hidden_size,190,"{""value"": 512}",int
dropout,553,"{""value"": 0.05}",float
num_layers,903,"{""value"": 4}",int
colsample_bytree,15,"{""value"": 0.57}",float
random_seed,383,"{""value"": 59141}",int
weight_decay,240,"{""value"": 0.00666}",float
hidden_size,512,"{""value"": 16}",int
num_layers,1271,"{""value"": 10}",int
subsample,1190,"{""value"": 0.71}",float
min_samples_split,591,"{""value"": 14}",int
early_stopping_rounds,655,"{""value"": 13}",int
max_depth,601,"{""value"": 18}",int
activation,517,"{""value"": ""sigmoid""}",enum
loss_function,589,"{""value"": ""huber""}",enum
optimizer,1175,"{""value"": ""sgd""}",enum
batch_size,1473,"{""value"": 16}",int
momentum,975,"{""value"": 0.85}",float
regularization_lambda,3,"{""value"": 0.91}",float
learning_rate,1187,"{""value"": 0.00494}",float
